ticket_id,customer_id,tickets_last_year,complaint_category,avg_resolution_hours,satisfaction_score,escalated,issue_status
7104723,1133151,4,Refund Request,19.9,1.7,Yes,Open
7104724,1001287,4,Refund Request,48.3,4.4,Yes,Closed
7104725,1343838,5,Technical Problem,41.2,1.7,Yes,Resolved
7104726,1000250,2,Other,20.2,2.5,No,Resolved
7104727,1009541,8,Wrong Item,14.2,2.6,No,Escalated
7104728,1239912,1,Delivery Delay,68.9,4.8,Yes,Escalated
7104729,1145014,3,Payment Issue,13.9,3.3,Yes,Escalated
7104730,1292948,3,Refund Request,2.4,4.4,Yes,Open
7104731,1378701,2,Technical Problem,67.3,1.3,No,Open
7104732,1377306,5,Wrong Item,56.3,3.9,Yes,Open
7104733,1434166,4,Technical Problem,42.9,3.1,No,Closed
7104734,1096393,3,Wrong Item,32.5,2.2,No,Escalated
7104735,1346257,1,Technical Problem,65.9,3.2,No,Open
7104736,1090790,2,Account Issue,11.1,1.5,Yes,Open
7104737,1139148,5,Other,5.7,3.8,Yes,Resolved
7104738,1253538,5,Other,47.4,1.5,Yes,Escalated
7104739,1085952,3,Payment Issue,29.9,2.9,No,Escalated
7104740,1171168,6,Delivery Delay,58.8,1.1,Yes,Resolved
7104741,1106186,6,Other,22.2,1.3,Yes,Escalated
7104742,1409870,4,Other,8.7,3.0,Yes,Open
7104743,1330634,8,Delivery Delay,22.1,2.2,Yes,Closed
7104744,1069117,1,Delivery Delay,34.1,2.6,Yes,Resolved
7104745,1422320,4,Refund Request,22.0,5.0,Yes,Open
7104746,1157530,5,Wrong Item,27.9,3.5,No,Closed
7104747,1125778,5,Refund Request,44.5,2.4,No,Open
7104748,1017650,7,Wrong Item,57.2,1.9,Yes,Closed
7104749,1487841,2,Other,31.3,3.0,No,Open
7104750,1489213,5,Technical Problem,28.5,1.4,Yes,Escalated
7104751,1220295,3,Product Quality,42.9,3.1,No,Escalated
7104752,1208615,8,Refund Request,13.1,1.6,Yes,Closed
7104753,1281857,7,Wrong Item,67.4,3.0,Yes,Escalated
7104754,1434124,3,Delivery Delay,55.8,5.0,Yes,Escalated
7104755,1063088,1,Other,11.7,3.8,No,Resolved
7104756,1015622,3,Product Quality,21.5,2.6,Yes,Escalated
7104757,1095839,8,Technical Problem,67.6,1.6,No,Escalated
7104758,1371894,4,Refund Request,53.6,2.8,Yes,Escalated
7104759,1481577,1,Payment Issue,64.3,2.9,Yes,Resolved
7104760,1433971,2,Account Issue,58.1,1.4,Yes,Closed
7104761,1040405,6,Payment Issue,13.0,2.7,Yes,Escalated
7104762,1445530,6,Delivery Delay,57.6,4.3,Yes,Open
7104763,1306176,3,Product Quality,37.9,3.0,No,Resolved
7104764,1397999,3,Delivery Delay,17.9,4.5,No,Escalated
7104765,1069125,6,Wrong Item,57.3,3.9,No,Open
7104766,1379153,6,Product Quality,13.1,2.6,Yes,Resolved
7104767,1075890,4,Account Issue,2.5,3.3,Yes,Closed
7104768,1137092,3,Other,1.8,4.2,Yes,Closed
7104769,1246568,1,Other,49.1,4.1,No,Escalated
7104770,1103705,3,Wrong Item,25.3,2.4,No,Closed
7104771,1134605,8,Account Issue,63.5,4.2,Yes,Resolved
7104772,1461666,8,Other,17.8,1.9,Yes,Closed
7104773,1285752,6,Payment Issue,34.6,4.7,No,Escalated
7104774,1252533,6,Refund Request,30.3,4.7,No,Resolved
7104775,1172017,1,Other,57.7,1.3,Yes,Resolved
7104776,1346374,5,Wrong Item,39.0,3.8,No,Open
7104777,1213313,4,Technical Problem,36.0,4.2,No,Escalated
7104778,1308209,7,Refund Request,17.8,2.3,Yes,Closed
7104779,1228948,5,Product Quality,35.7,1.5,No,Open
7104780,1214855,2,Product Quality,20.6,3.2,Yes,Open
7104781,1115794,8,Refund Request,36.9,1.9,Yes,Escalated
7104782,1275915,8,Product Quality,71.5,4.1,No,Escalated
7104783,1077424,1,Product Quality,40.1,2.8,Yes,Open
7104784,1401432,7,Product Quality,34.4,4.3,No,Closed
7104785,1020888,6,Payment Issue,38.1,1.4,Yes,Resolved
7104786,1209958,5,Payment Issue,19.4,1.4,Yes,Open
7104787,1352113,5,Account Issue,19.4,4.8,Yes,Escalated
7104788,1343306,8,Technical Problem,21.9,2.9,No,Resolved
7104789,1043376,8,Product Quality,40.9,2.2,No,Escalated
7104790,1228343,5,Wrong Item,61.5,5.0,No,Resolved
7104791,1178110,3,Payment Issue,70.2,3.3,Yes,Closed
7104792,1341439,2,Other,43.3,4.5,No,Open
7104793,1199386,4,Wrong Item,71.4,2.6,No,Closed
7104794,1102702,6,Other,18.4,2.1,Yes,Resolved
7104795,1338244,5,Refund Request,12.4,2.3,Yes,Resolved
7104796,1423136,4,Technical Problem,26.3,2.0,No,Resolved
7104797,1015023,5,Delivery Delay,68.9,4.9,No,Escalated
7104798,1174414,5,Account Issue,31.3,3.7,Yes,Escalated
7104799,1018478,1,Product Quality,21.5,1.8,Yes,Open
7104800,1197975,5,Delivery Delay,61.4,3.0,No,Open
7104801,1064191,4,Account Issue,33.9,4.1,Yes,Escalated
7104802,1072479,6,Other,8.1,3.1,Yes,Resolved
7104803,1253780,3,Account Issue,30.6,3.3,No,Closed
7104804,1013075,1,Technical Problem,20.9,3.9,No,Resolved
7104805,1218743,3,Wrong Item,46.7,2.9,No,Escalated
7104806,1227862,1,Refund Request,2.9,2.3,No,Closed
7104807,1324445,5,Payment Issue,30.0,3.9,No,Open
7104808,1266081,6,Delivery Delay,56.4,1.8,Yes,Resolved
7104809,1392478,4,Other,59.7,4.0,No,Closed
7104810,1093551,1,Payment Issue,28.5,3.2,Yes,Closed
7104811,1274141,8,Refund Request,18.5,1.4,Yes,Open
7104812,1229975,2,Delivery Delay,14.6,1.2,No,Escalated
7104813,1472157,3,Wrong Item,31.9,2.5,No,Resolved
7104814,1449133,3,Technical Problem,66.4,3.2,No,Resolved
7104815,1197898,6,Account Issue,40.2,4.9,No,Resolved
7104816,1047780,3,Other,27.0,2.1,No,Closed
7104817,1327687,6,Product Quality,59.2,2.6,No,Open
7104818,1083101,5,Wrong Item,43.7,4.4,No,Resolved
7104819,1407775,6,Delivery Delay,71.6,3.5,Yes,Resolved
7104820,1001586,6,Delivery Delay,26.0,4.2,Yes,Resolved
7104821,1363550,6,Payment Issue,61.5,3.5,Yes,Closed
7104822,1329509,3,Delivery Delay,51.0,4.6,No,Closed
7104823,1272803,5,Technical Problem,56.2,4.7,No,Closed
7104824,1325811,7,Account Issue,44.9,2.9,No,Closed
7104825,1461739,1,Wrong Item,48.7,3.2,No,Resolved
7104826,1084988,7,Technical Problem,37.4,3.4,Yes,Resolved
7104827,1163833,8,Wrong Item,35.6,4.0,Yes,Open
7104828,1240781,1,Product Quality,46.0,2.4,No,Open
7104829,1276330,3,Other,60.9,3.0,Yes,Escalated
7104830,1496831,1,Payment Issue,58.7,3.0,No,Closed
7104831,1051260,1,Payment Issue,69.5,4.4,Yes,Open
7104832,1471917,1,Payment Issue,71.3,2.0,Yes,Resolved
7104833,1281446,6,Product Quality,40.8,1.2,No,Closed
7104834,1144788,2,Account Issue,9.2,1.3,Yes,Open
7104835,1422798,5,Refund Request,47.1,2.0,Yes,Resolved
7104836,1044665,3,Product Quality,39.4,1.6,No,Resolved
7104837,1092426,4,Refund Request,16.2,3.6,No,Closed
7104838,1296202,8,Account Issue,5.1,2.0,No,Closed
7104839,1351148,7,Wrong Item,54.6,4.3,No,Resolved
7104840,1063494,2,Account Issue,58.5,3.6,No,Escalated
7104841,1173415,8,Technical Problem,62.9,1.4,Yes,Open
7104842,1101739,7,Delivery Delay,25.4,3.7,Yes,Escalated
7104843,1008271,8,Technical Problem,37.9,1.4,No,Escalated
7104844,1495241,6,Account Issue,20.8,3.2,No,Open
7104845,1424904,2,Technical Problem,50.3,3.5,No,Closed
7104846,1346290,8,Refund Request,8.7,4.6,Yes,Open
7104847,1206456,3,Technical Problem,10.0,4.0,No,Closed
7104848,1177492,4,Product Quality,61.5,4.2,No,Open
7104849,1083691,6,Account Issue,25.5,2.8,No,Resolved
7104850,1016599,1,Refund Request,31.0,3.8,Yes,Escalated
7104851,1314603,3,Account Issue,3.4,2.3,No,Resolved
7104852,1494644,1,Account Issue,19.1,2.6,No,Escalated
7104853,1285364,7,Other,40.4,4.4,No,Escalated
7104854,1493366,1,Other,24.2,4.9,No,Open
7104855,1311515,7,Delivery Delay,9.2,4.5,Yes,Resolved
7104856,1392749,6,Other,41.0,3.9,Yes,Closed
7104857,1420822,6,Payment Issue,1.6,4.1,Yes,Escalated
7104858,1237882,6,Product Quality,5.7,2.8,Yes,Closed
7104859,1073514,3,Wrong Item,7.6,2.2,Yes,Open
7104860,1119585,1,Wrong Item,64.4,4.2,Yes,Resolved
7104861,1102575,5,Other,13.0,2.6,Yes,Closed
7104862,1410280,3,Other,58.2,4.9,Yes,Resolved
7104863,1369652,7,Product Quality,28.1,3.6,Yes,Escalated
7104864,1282189,4,Technical Problem,18.3,1.3,No,Closed
7104865,1403819,8,Technical Problem,36.5,4.3,Yes,Open
7104866,1155095,4,Account Issue,30.0,3.6,Yes,Escalated
7104867,1256941,8,Product Quality,4.3,1.1,No,Closed
7104868,1197888,5,Delivery Delay,5.4,1.2,No,Open
7104869,1494266,6,Product Quality,17.5,4.4,No,Escalated
7104870,1247310,3,Wrong Item,65.6,3.9,Yes,Open
7104871,1217223,3,Account Issue,45.1,2.5,Yes,Open
7104872,1144823,6,Account Issue,33.1,2.1,Yes,Closed
7104873,1155756,5,Delivery Delay,17.7,3.0,Yes,Escalated
7104874,1463633,6,Product Quality,46.6,4.4,Yes,Open
7104875,1039011,5,Wrong Item,63.2,3.5,No,Escalated
7104876,1028799,7,Other,43.0,1.2,No,Escalated
7104877,1128150,4,Delivery Delay,34.2,3.7,No,Resolved
7104878,1420702,7,Product Quality,44.3,4.9,No,Resolved
7104879,1068042,7,Wrong Item,19.8,2.0,Yes,Open
7104880,1283778,7,Payment Issue,21.1,2.7,No,Escalated
7104881,1344887,1,Refund Request,61.2,2.8,No,Escalated
7104882,1154599,4,Account Issue,64.1,2.6,No,Resolved
7104883,1218464,3,Refund Request,57.7,4.0,Yes,Closed
7104884,1177880,5,Product Quality,33.0,3.7,Yes,Escalated
7104885,1075617,8,Other,23.1,2.3,No,Escalated
7104886,1163946,6,Delivery Delay,3.6,3.7,No,Resolved
7104887,1438157,8,Payment Issue,24.8,2.7,No,Open
7104888,1309580,7,Account Issue,65.0,5.0,Yes,Escalated
7104889,1229821,4,Other,3.6,1.6,Yes,Closed
7104890,1104597,2,Product Quality,51.9,2.2,No,Closed
7104891,1032415,3,Delivery Delay,19.7,1.9,Yes,Escalated
7104892,1496703,5,Refund Request,2.9,1.4,No,Open
7104893,1341217,2,Refund Request,7.0,1.2,No,Closed
7104894,1266098,1,Refund Request,9.9,1.2,Yes,Resolved
7104895,1465009,3,Payment Issue,63.3,1.6,No,Open
7104896,1028823,6,Wrong Item,26.6,4.3,Yes,Resolved
7104897,1451876,1,Other,47.3,1.1,No,Resolved
7104898,1091658,3,Payment Issue,52.0,3.8,No,Closed
7104899,1442949,4,Other,66.9,1.1,No,Escalated
7104900,1243199,5,Payment Issue,6.5,3.8,Yes,Resolved
7104901,1083226,6,Wrong Item,70.7,1.4,No,Escalated
7104902,1294325,4,Other,4.4,3.3,Yes,Resolved
7104903,1241810,2,Payment Issue,60.7,2.3,No,Closed
7104904,1050182,5,Account Issue,36.7,4.7,No,Closed
7104905,1159116,4,Refund Request,25.6,2.2,Yes,Resolved
7104906,1002483,4,Delivery Delay,62.6,2.5,No,Closed
7104907,1216009,5,Technical Problem,36.8,4.0,Yes,Open
7104908,1152586,3,Delivery Delay,4.0,2.3,No,Open
7104909,1478863,2,Account Issue,38.7,2.5,Yes,Open
7104910,1044223,7,Refund Request,14.9,3.1,Yes,Resolved
7104911,1093008,2,Product Quality,45.5,4.2,Yes,Escalated
7104912,1218128,4,Technical Problem,39.9,3.4,No,Resolved
7104913,1332983,3,Product Quality,52.2,4.0,No,Resolved
7104914,1309420,4,Other,53.7,2.1,No,Escalated
7104915,1043476,3,Account Issue,17.1,2.6,No,Escalated
7104916,1075463,2,Wrong Item,4.1,2.8,No,Open
7104917,1080853,7,Product Quality,27.3,4.8,No,Open
7104918,1133380,8,Refund Request,2.1,2.6,Yes,Closed
7104919,1007191,3,Wrong Item,66.5,3.5,No,Open
7104920,1285536,3,Delivery Delay,49.0,3.6,Yes,Escalated
7104921,1399888,1,Technical Problem,35.5,2.0,Yes,Resolved
7104922,1163354,7,Refund Request,71.5,1.6,No,Escalated
7104923,1125966,2,Account Issue,2.1,3.9,No,Closed
7104924,1055327,7,Other,68.7,2.2,No,Escalated
7104925,1490919,2,Product Quality,40.1,2.7,Yes,Open
7104926,1107743,2,Payment Issue,6.9,4.5,Yes,Escalated
7104927,1070160,7,Technical Problem,49.5,1.1,Yes,Open
7104928,1315159,4,Delivery Delay,31.1,3.0,No,Closed
7104929,1315183,3,Account Issue,41.4,1.3,Yes,Resolved
7104930,1397048,4,Product Quality,4.3,3.9,No,Resolved
7104931,1171381,2,Product Quality,69.7,3.4,Yes,Closed
7104932,1165349,7,Account Issue,46.8,3.4,No,Escalated
7104933,1363985,8,Delivery Delay,48.7,4.4,Yes,Escalated
7104934,1465905,6,Delivery Delay,16.0,2.8,Yes,Resolved
7104935,1335011,3,Delivery Delay,8.9,3.1,No,Open
7104936,1229600,4,Other,14.5,4.6,No,Closed
7104937,1278545,6,Payment Issue,49.3,4.9,No,Open
7104938,1115366,7,Account Issue,68.9,3.5,No,Closed
7104939,1442098,5,Account Issue,51.6,3.9,Yes,Closed
7104940,1029328,8,Technical Problem,29.2,2.1,Yes,Open
7104941,1164813,7,Technical Problem,39.5,3.3,Yes,Escalated
7104942,1435948,1,Product Quality,33.7,3.8,No,Escalated
7104943,1211667,3,Delivery Delay,17.1,2.3,No,Escalated
7104944,1427065,8,Technical Problem,34.2,4.8,Yes,Resolved
7104945,1071264,8,Product Quality,52.1,2.6,Yes,Open
7104946,1251245,4,Other,14.6,1.7,No,Closed
7104947,1258983,5,Product Quality,30.1,4.8,Yes,Escalated
7104948,1149546,1,Technical Problem,41.0,4.5,Yes,Closed
7104949,1060800,1,Account Issue,18.3,3.9,No,Open
7104950,1481496,3,Product Quality,52.0,2.0,No,Open
7104951,1451415,4,Wrong Item,24.4,3.4,No,Resolved
7104952,1293508,4,Delivery Delay,27.7,2.5,Yes,Open
7104953,1475982,6,Refund Request,10.3,1.9,No,Closed
7104954,1377365,2,Account Issue,24.8,4.1,No,Resolved
7104955,1245877,1,Account Issue,8.0,1.0,Yes,Escalated
7104956,1054074,7,Technical Problem,38.7,2.0,No,Open
7104957,1231100,7,Other,42.6,1.8,Yes,Open
7104958,1105046,8,Wrong Item,12.7,3.9,Yes,Closed
7104959,1309210,7,Technical Problem,39.7,3.3,Yes,Escalated
7104960,1114049,6,Technical Problem,2.4,1.0,Yes,Open
7104961,1080487,2,Payment Issue,7.9,4.2,Yes,Escalated
7104962,1031645,4,Account Issue,64.6,1.5,Yes,Closed
7104963,1393162,6,Technical Problem,59.9,2.4,No,Open
7104964,1166418,6,Technical Problem,34.8,1.0,Yes,Closed
7104965,1468859,4,Wrong Item,10.0,4.0,Yes,Closed
7104966,1172396,1,Wrong Item,2.0,2.7,No,Open
7104967,1143967,5,Wrong Item,11.9,3.9,No,Escalated
7104968,1373580,1,Account Issue,69.0,1.3,Yes,Resolved
7104969,1224603,4,Technical Problem,34.1,4.8,No,Open
7104970,1486443,5,Account Issue,25.4,2.7,Yes,Escalated
7104971,1384412,5,Payment Issue,25.9,1.2,Yes,Resolved
7104972,1364009,6,Payment Issue,5.7,3.0,No,Open
7104973,1482762,4,Wrong Item,38.5,2.3,No,Resolved
7104974,1188341,8,Account Issue,11.5,2.9,Yes,Closed
7104975,1349589,3,Technical Problem,58.7,1.4,Yes,Closed
7104976,1121040,8,Product Quality,24.9,1.7,Yes,Closed
7104977,1000793,2,Wrong Item,56.8,2.7,No,Closed
7104978,1276254,5,Product Quality,18.1,4.1,Yes,Open
7104979,1383259,7,Account Issue,19.6,3.0,No,Open
7104980,1383361,7,Product Quality,68.7,4.1,No,Escalated
7104981,1460604,8,Product Quality,25.3,1.5,No,Resolved
7104982,1393655,6,Payment Issue,54.3,2.7,Yes,Closed
7104983,1292458,1,Technical Problem,65.7,4.1,Yes,Open
7104984,1397759,7,Refund Request,11.7,3.6,Yes,Open
7104985,1335642,3,Delivery Delay,36.4,3.3,No,Open
7104986,1171961,1,Payment Issue,5.6,4.6,No,Open
7104987,1310444,7,Refund Request,30.5,2.9,Yes,Escalated
7104988,1115971,4,Technical Problem,2.1,3.3,Yes,Closed
7104989,1428608,4,Payment Issue,48.2,3.6,No,Escalated
7104990,1270503,2,Payment Issue,59.0,2.8,Yes,Resolved
7104991,1007286,3,Account Issue,10.4,3.7,Yes,Resolved
7104992,1269724,5,Delivery Delay,51.0,1.6,Yes,Open
7104993,1162247,5,Account Issue,39.6,3.2,No,Closed
7104994,1139508,2,Refund Request,7.7,1.1,No,Closed
7104995,1258075,3,Technical Problem,57.9,2.6,Yes,Closed
7104996,1419065,6,Wrong Item,60.0,4.6,No,Closed
7104997,1306655,6,Technical Problem,40.1,2.8,Yes,Open
7104998,1407195,3,Technical Problem,22.7,4.1,Yes,Open
7104999,1488104,8,Account Issue,28.6,3.0,No,Open
7105000,1498443,3,Refund Request,11.6,1.7,No,Closed
7105001,1464656,2,Other,3.5,4.0,Yes,Closed
7105002,1199729,7,Refund Request,32.6,1.5,No,Closed
7105003,1330051,4,Account Issue,63.9,2.2,Yes,Escalated
7105004,1335297,3,Refund Request,61.3,1.3,No,Resolved
7105005,1038344,4,Payment Issue,50.5,2.5,No,Closed
7105006,1266597,2,Delivery Delay,66.3,1.6,Yes,Closed
7105007,1296201,8,Delivery Delay,15.1,3.9,Yes,Escalated
7105008,1086668,2,Other,23.6,4.6,No,Escalated
7105009,1448859,7,Technical Problem,8.5,3.2,Yes,Closed
7105010,1274679,3,Technical Problem,16.0,2.4,Yes,Resolved
7105011,1011496,3,Account Issue,42.1,2.7,Yes,Escalated
7105012,1221217,5,Account Issue,55.5,3.1,No,Resolved
7105013,1039628,4,Account Issue,63.8,1.1,No,Escalated
7105014,1330288,5,Wrong Item,7.7,3.6,Yes,Escalated
7105015,1211714,1,Other,29.5,3.0,Yes,Resolved
7105016,1171545,8,Delivery Delay,7.2,1.0,No,Escalated
7105017,1090884,3,Delivery Delay,17.1,2.9,No,Escalated
7105018,1195402,7,Wrong Item,13.6,1.3,Yes,Resolved
7105019,1266324,3,Account Issue,31.3,3.4,No,Escalated
7105020,1057395,7,Refund Request,50.5,1.1,No,Escalated
7105021,1376207,1,Product Quality,13.6,1.6,No,Closed
7105022,1153309,6,Delivery Delay,65.7,1.4,No,Resolved
7105023,1198988,4,Account Issue,19.3,1.3,No,Closed
7105024,1486208,4,Wrong Item,66.4,4.1,Yes,Open
7105025,1051893,3,Refund Request,5.1,1.8,No,Open
7105026,1400209,1,Wrong Item,37.8,2.6,No,Escalated
7105027,1052091,6,Wrong Item,45.4,1.2,No,Open
7105028,1452276,3,Wrong Item,7.8,1.6,Yes,Resolved
7105029,1182080,2,Technical Problem,62.9,4.2,Yes,Resolved
7105030,1021894,8,Refund Request,53.3,5.0,No,Escalated
7105031,1054007,6,Product Quality,4.2,2.3,Yes,Escalated
7105032,1316709,4,Delivery Delay,31.2,3.3,Yes,Escalated
7105033,1377455,1,Wrong Item,21.3,4.7,Yes,Resolved
7105034,1083715,5,Technical Problem,20.8,4.0,No,Closed
7105035,1387062,5,Delivery Delay,37.8,3.0,Yes,Escalated
7105036,1436771,5,Account Issue,29.4,4.8,No,Resolved
7105037,1305904,6,Wrong Item,64.9,2.8,No,Closed
7105038,1298224,7,Account Issue,21.0,2.1,No,Resolved
7105039,1238408,3,Refund Request,48.6,4.1,No,Escalated
7105040,1074993,8,Other,57.9,2.0,No,Open
7105041,1389246,4,Technical Problem,44.8,3.3,No,Resolved
7105042,1152107,6,Other,42.3,2.4,No,Escalated
7105043,1360985,8,Technical Problem,46.2,2.3,No,Closed
7105044,1323079,4,Delivery Delay,17.0,5.0,No,Closed
7105045,1062028,8,Product Quality,67.6,2.9,No,Resolved
7105046,1030059,4,Product Quality,1.8,1.8,Yes,Closed
7105047,1082117,2,Account Issue,68.2,1.9,Yes,Resolved
7105048,1393375,2,Technical Problem,54.2,4.9,Yes,Closed
7105049,1318852,7,Delivery Delay,31.8,1.6,No,Open
7105050,1191392,8,Other,5.9,4.6,No,Closed
7105051,1490688,6,Refund Request,61.4,2.3,Yes,Escalated
7105052,1389937,7,Wrong Item,12.0,1.5,No,Open
7105053,1079126,1,Product Quality,39.5,3.5,Yes,Resolved
7105054,1137696,1,Technical Problem,20.6,4.6,No,Closed
7105055,1267488,1,Account Issue,38.3,2.8,No,Closed
7105056,1380639,8,Delivery Delay,14.5,2.4,No,Escalated
7105057,1308040,4,Technical Problem,25.0,3.1,No,Resolved
7105058,1331248,5,Account Issue,24.5,1.2,Yes,Escalated
7105059,1307865,7,Technical Problem,67.8,4.9,No,Closed
7105060,1112809,2,Product Quality,18.2,3.1,Yes,Resolved
7105061,1469517,2,Wrong Item,53.0,4.2,Yes,Escalated
7105062,1082457,2,Other,31.8,1.5,No,Open
7105063,1308339,7,Delivery Delay,4.5,4.7,Yes,Closed
7105064,1235470,1,Payment Issue,62.4,3.4,No,Resolved
7105065,1227786,1,Payment Issue,5.3,1.6,No,Open
7105066,1452551,5,Payment Issue,71.2,4.2,Yes,Open
7105067,1214532,6,Other,8.8,4.9,Yes,Resolved
7105068,1186437,8,Technical Problem,12.9,3.1,No,Closed
7105069,1165190,3,Product Quality,44.2,4.0,No,Resolved
7105070,1115761,8,Technical Problem,65.4,3.1,No,Open
7105071,1221459,3,Technical Problem,52.2,3.6,Yes,Escalated
7105072,1471211,6,Technical Problem,53.2,4.8,No,Escalated
7105073,1035843,5,Technical Problem,11.5,3.7,Yes,Closed
7105074,1330062,5,Technical Problem,68.5,4.6,Yes,Escalated
7105075,1370016,2,Payment Issue,42.5,3.2,No,Resolved
7105076,1281492,3,Wrong Item,11.7,4.3,Yes,Escalated
7105077,1110106,6,Wrong Item,38.0,3.6,Yes,Closed
7105078,1156173,6,Refund Request,19.2,5.0,Yes,Resolved
7105079,1201339,3,Technical Problem,40.4,3.9,Yes,Open
7105080,1210630,7,Account Issue,66.5,1.2,No,Closed
7105081,1466239,6,Refund Request,25.7,3.1,Yes,Open
7105082,1409163,3,Technical Problem,39.3,2.8,No,Resolved
7105083,1399933,1,Wrong Item,18.1,1.2,No,Escalated
7105084,1091231,4,Payment Issue,30.5,1.0,Yes,Escalated
7105085,1272195,6,Wrong Item,42.5,1.5,Yes,Escalated
7105086,1236285,1,Account Issue,40.9,1.2,Yes,Escalated
7105087,1254342,8,Other,30.7,3.3,No,Escalated
7105088,1029709,5,Delivery Delay,12.1,2.8,Yes,Resolved
7105089,1418850,3,Payment Issue,70.9,2.7,Yes,Closed
7105090,1225232,6,Delivery Delay,53.0,2.4,Yes,Escalated
7105091,1378817,5,Technical Problem,23.1,3.6,No,Open
7105092,1403810,8,Account Issue,67.2,3.7,Yes,Resolved
7105093,1250997,2,Account Issue,57.5,1.0,Yes,Resolved
7105094,1366450,8,Payment Issue,43.9,4.7,Yes,Escalated
7105095,1464436,2,Refund Request,27.8,2.8,No,Closed
7105096,1257765,3,Refund Request,39.5,3.1,Yes,Closed
7105097,1252348,1,Technical Problem,24.6,2.0,Yes,Escalated
7105098,1491496,1,Delivery Delay,23.1,3.0,Yes,Closed
7105099,1123716,8,Refund Request,18.1,1.6,No,Resolved
7105100,1138049,6,Technical Problem,9.1,4.3,No,Resolved
7105101,1485951,6,Account Issue,49.3,3.6,No,Closed
7105102,1104007,8,Delivery Delay,35.5,1.3,Yes,Resolved
7105103,1161321,7,Other,15.9,4.8,No,Resolved
7105104,1364139,1,Technical Problem,20.3,4.8,No,Escalated
7105105,1410317,6,Technical Problem,24.9,4.4,Yes,Escalated
7105106,1413083,8,Delivery Delay,4.1,5.0,No,Resolved
7105107,1205247,7,Wrong Item,43.2,4.1,No,Open
7105108,1451356,8,Other,66.0,2.4,Yes,Open
7105109,1465728,4,Refund Request,18.9,1.0,Yes,Closed
7105110,1237703,2,Wrong Item,63.2,3.7,No,Closed
7105111,1092244,5,Refund Request,21.7,2.6,No,Open
7105112,1217193,2,Wrong Item,15.3,2.1,No,Escalated
7105113,1226098,7,Other,53.2,3.3,Yes,Open
7105114,1217800,4,Refund Request,28.6,2.4,Yes,Closed
7105115,1293037,1,Technical Problem,50.7,3.3,Yes,Resolved
7105116,1051797,1,Refund Request,44.5,2.8,No,Open
7105117,1385752,4,Other,36.5,3.8,Yes,Closed
7105118,1364722,1,Payment Issue,44.6,1.5,No,Escalated
7105119,1178338,5,Other,2.5,3.4,Yes,Closed
7105120,1145474,8,Technical Problem,61.7,1.5,No,Escalated
7105121,1429757,3,Refund Request,42.4,4.4,Yes,Closed
7105122,1454576,3,Payment Issue,52.6,3.6,Yes,Open
7105123,1277415,2,Delivery Delay,63.5,2.6,Yes,Resolved
7105124,1078435,1,Wrong Item,51.3,1.8,No,Closed
7105125,1181472,4,Technical Problem,39.8,3.1,Yes,Open
7105126,1393747,1,Wrong Item,46.1,1.3,No,Escalated
7105127,1493112,6,Account Issue,51.2,1.8,No,Escalated
7105128,1461534,7,Wrong Item,35.3,1.2,No,Escalated
7105129,1358916,5,Product Quality,13.4,2.6,No,Escalated
7105130,1082796,8,Wrong Item,38.0,3.7,Yes,Open
7105131,1153374,6,Account Issue,46.5,2.6,No,Resolved
7105132,1005176,1,Refund Request,27.4,4.4,No,Escalated
7105133,1465738,4,Payment Issue,33.9,1.9,Yes,Escalated
7105134,1405292,2,Technical Problem,33.3,3.6,No,Open
7105135,1331028,5,Payment Issue,58.4,4.9,No,Open
7105136,1220319,8,Product Quality,47.2,4.5,Yes,Closed
7105137,1322452,8,Other,47.3,2.6,No,Resolved
7105138,1335608,8,Wrong Item,53.1,2.3,Yes,Open
7105139,1319325,1,Delivery Delay,8.9,1.2,No,Escalated
7105140,1129503,1,Product Quality,18.1,1.7,No,Open
7105141,1446745,8,Delivery Delay,33.0,3.4,No,Closed
7105142,1450179,2,Refund Request,66.4,2.9,Yes,Escalated
7105143,1392421,2,Refund Request,11.0,4.4,No,Resolved
7105144,1221725,4,Account Issue,3.9,1.3,Yes,Closed
7105145,1026385,7,Account Issue,61.8,5.0,No,Closed
7105146,1283818,8,Refund Request,56.1,3.5,No,Open
7105147,1250099,6,Account Issue,19.9,1.6,Yes,Open
7105148,1237350,2,Other,60.3,3.8,No,Resolved
7105149,1402926,3,Product Quality,10.1,4.9,Yes,Escalated
7105150,1022007,6,Other,32.3,3.9,Yes,Escalated
7105151,1474683,7,Account Issue,46.1,4.2,No,Closed
7105152,1422425,8,Refund Request,47.0,2.2,Yes,Closed
7105153,1330970,8,Product Quality,58.4,3.4,Yes,Closed
7105154,1010784,7,Technical Problem,37.6,2.3,No,Closed
7105155,1314651,4,Delivery Delay,42.9,4.2,No,Closed
7105156,1248235,7,Technical Problem,58.7,4.0,No,Open
7105157,1468436,3,Wrong Item,57.6,4.2,Yes,Closed
7105158,1395101,2,Payment Issue,41.3,3.9,Yes,Closed
7105159,1357717,8,Product Quality,16.1,2.7,No,Open
7105160,1404688,5,Refund Request,55.7,1.1,Yes,Open
7105161,1119219,2,Delivery Delay,35.5,2.3,No,Closed
7105162,1065345,6,Technical Problem,43.9,3.8,No,Resolved
7105163,1419112,7,Wrong Item,58.5,4.1,Yes,Resolved
7105164,1401072,5,Payment Issue,17.5,2.4,No,Closed
